payment_id,loan_id,due_date,payment_date,expected_amount,actual_amount,payment_status
PMT-00017297,LN-0000707,2022-09-09,2022-09-04,1348.13,1348.13,On Time
PMT-00017298,LN-0000121,2024-02-29,2024-02-24,435.94,435.94,On Time
PMT-00017299,LN-0001226,2024-10-17,2024-10-13,5000.0,5000.0,On Time
PMT-00017300,LN-0000616,2023-05-04,,546.53,0.0,Missed
PMT-00017301,LN-0002533,2024-03-11,2024-03-06,1867.91,1867.91,On Time
PMT-00017302,LN-0001378,2022-08-11,,403.69,0.0,Missed
PMT-00017303,LN-0002207,2022-08-25,,867.6,0.0,Missed
PMT-00017304,LN-0001299,2023-09-16,2023-09-13,828.42,828.42,On Time
PMT-00017305,LN-0002579,2024-09-14,2024-09-13,936.56,936.56,On Time
PMT-00017306,LN-0000350,2022-04-15,2022-04-14,1273.93,1273.93,On Time
PMT-00017307,LN-0001796,2024-05-18,2024-05-14,656.6,656.6,On Time
PMT-00017308,LN-0002396,2023-05-26,2023-06-11,862.8,862.8,Late
PMT-00017309,LN-0000567,2023-12-02,2023-11-30,317.94,317.94,On Time
PMT-00017310,LN-0001783,2023-09-08,2023-09-08,1734.82,1734.82,On Time
PMT-00017311,LN-0000490,2023-07-14,2023-07-11,5000.0,5000.0,On Time
PMT-00017312,LN-0001918,2024-06-28,2024-07-17,889.28,889.28,Late
PMT-00017313,LN-0000890,2025-03-24,2025-03-20,419.35,419.35,On Time
PMT-00017314,LN-0002531,2024-11-19,2024-11-26,226.16,91.15,Partial
PMT-00017315,LN-0002056,2024-03-13,2024-03-13,729.17,729.17,On Time
PMT-00017316,LN-0000957,2024-07-22,2024-07-21,429.15,429.15,On Time
PMT-00017317,LN-0001183,2025-05-21,2025-05-20,307.88,307.88,On Time
PMT-00017318,LN-0001024,2022-09-07,2022-09-03,670.74,670.74,On Time
PMT-00017319,LN-0001663,2024-12-12,2025-01-06,661.64,661.64,Late
PMT-00017320,LN-0000987,2025-06-16,2025-06-11,179.93,179.93,On Time
PMT-00017321,LN-0002584,2024-06-25,,384.46,0.0,Missed
PMT-00017322,LN-0002696,2024-12-04,2024-12-21,573.96,573.96,Late
PMT-00017323,LN-0001953,2024-04-13,2024-04-11,1250.37,1250.37,On Time
PMT-00017324,LN-0000146,2023-07-15,2023-08-07,1577.52,1577.52,Late
PMT-00017325,LN-0002141,2023-04-08,2023-04-03,858.66,858.66,On Time
PMT-00017326,LN-0001798,2025-06-25,2025-08-07,1601.72,1601.72,Late
PMT-00017327,LN-0001093,2023-12-05,2023-12-03,801.36,801.36,On Time
PMT-00017328,LN-0000372,2022-02-06,,496.87,0.0,MISSED
PMT-00017329,LN-0000167,2025-03-09,2025-03-06,1078.29,1078.29,On Time
PMT-00017330,LN-0000350,2025-08-13,,1273.93,0.0,MISSED
PMT-00017331,LN-0001693,2023-07-21,2023-08-21,685.7,685.7,Late
PMT-00017332,LN-0000800,2024-06-14,2024-06-14,353.33,353.33,On Time
PMT-00017333,LN-0002241,2024-02-18,,377.95,0.0,Missed
PMT-00017334,LN-0002069,2024-02-03,2024-01-31,333.1,333.1,On Time
PMT-00017335,LN-0000217,2024-06-23,2024-07-01,166.27,166.27,Late
PMT-00017336,LN-0002691,2025-07-22,2025-07-18,1165.57,1165.57,On Time
PMT-00017337,LN-0001150,2025-08-14,2025-08-10,5000.0,5000.0,On Time
PMT-00017338,LN-0000071,2023-03-13,,222.62,0.0,Missed
PMT-00017339,LN-0000273,2022-05-17,2022-06-30,195.84,195.84,Late
PMT-00017340,LN-0001410,2023-01-27,2023-03-06,876.33,876.33,Late
PMT-00017341,LN-0001455,2023-05-02,2023-06-15,604.29,604.29,Late
PMT-00017342,LN-0001893,2025-08-24,2025-08-19,608.54,608.54,On Time
PMT-00017343,LN-0000792,2022-02-25,2022-03-10,145.69,145.69,Late
PMT-00017344,LN-0000074,2024-04-05,2024-05-10,3655.44,3655.44,Late
PMT-00017345,LN-0000576,2024-07-18,2024-07-14,820.38,820.38,On Time
PMT-00017346,LN-0002515,2024-06-01,2024-05-29,305.95,305.95,On Time
PMT-00017347,LN-0002253,2023-01-04,2023-01-02,206.99,206.99,On Time
PMT-00017348,LN-0002708,2024-03-03,2024-02-28,1312.96,1312.96,On Time
PMT-00017349,LN-0002680,2024-11-07,2024-12-20,460.49,460.49,Late
PMT-00017350,LN-0001172,2022-08-28,,873.77,0.0,Missed
PMT-00017351,LN-0001315,2025-02-06,2025-02-11,655.34,257.52,Partial
PMT-00017352,LN-0000146,2024-03-06,2024-03-05,1577.52,1577.52,On Time
PMT-00017353,LN-0000407,2025-09-17,2025-09-17,1236.54,1236.54,On Time
PMT-00017354,LN-0002490,2025-04-11,2025-05-26,166.81,166.81,Late
PMT-00017355,LN-0000403,2024-04-10,2024-04-10,5000.0,5000.0,On Time
PMT-00017356,LN-0001818,2023-03-09,2023-03-06,727.42,727.42,On Time
PMT-00017357,LN-0002139,2024-04-07,2024-04-06,1137.16,1137.16,On Time
PMT-00017358,LN-0001013,2022-03-22,2022-03-21,435.12,435.12,On Time
PMT-00017359,LN-0001942,2025-07-08,2025-07-13,491.08,323.87,Partial
PMT-00017360,LN-0001112,2024-12-10,2024-12-30,415.35,415.35,Late
PMT-00017361,LN-0000137,2024-06-16,2024-06-11,165.46,165.46,On Time
PMT-00017362,LN-0000605,2025-10-24,2025-10-19,1474.05,1474.05,On Time
PMT-00017363,LN-0001077,2023-05-07,2023-05-06,753.34,753.34,On Time
PMT-00017364,LN-0002240,2022-08-30,2022-09-04,826.21,188.61,Partial
PMT-00017365,LN-0001657,2022-04-18,2022-04-14,461.01,461.01,On Time
PMT-00017366,LN-0002729,2025-01-01,2025-01-25,827.04,827.04,Late
PMT-00017367,LN-0001597,2022-08-30,,5000.0,0.0,Missed
PMT-00017368,LN-0001674,2023-11-12,2023-11-23,858.38,858.38,Late
PMT-00017369,LN-0000676,2025-01-18,2025-01-14,723.67,723.67,On Time
PMT-00017370,LN-0000524,2024-07-23,2024-08-11,2388.67,2388.67,Late
PMT-00017371,LN-0000918,2022-05-31,2022-05-30,740.56,740.56,On Time
PMT-00017372,LN-0002674,2023-09-08,2023-09-07,487.01,487.01,On Time
PMT-00017373,LN-0002421,2023-10-21,2023-11-01,230.46,230.46,Late
PMT-00017374,LN-0001120,2022-03-04,2022-03-04,242.42,242.42,ON TIME
PMT-00017375,LN-0001374,2024-06-22,2024-06-29,224.27,156.83,Partial
PMT-00017376,LN-0001576,2022-04-30,2022-04-26,1245.94,1245.94,On Time
PMT-00017377,LN-0001499,2023-11-13,2023-11-13,420.87,420.87,On Time
PMT-00017378,LN-0002222,2022-08-01,2022-08-21,425.05,425.05,Late
PMT-00017379,LN-0000655,2022-06-26,,864.8,0.0,Missed
PMT-00017380,LN-0000221,2024-07-30,2024-07-28,1302.53,1302.53,On Time
PMT-00017381,LN-0001420,2023-07-04,2023-06-29,5000.0,5000.0,On Time
PMT-00017382,LN-0001524,2022-08-16,2022-08-12,1519.97,1519.97,On Time
PMT-00017383,LN-0000861,2025-07-14,2025-07-09,783.6,783.6,On Time
PMT-00017384,LN-0001118,2025-01-30,2025-01-31,871.27,552.03,Partial
PMT-00017385,LN-0000942,2023-08-24,2023-09-21,826.32,826.32,Late
PMT-00017386,LN-0002304,2024-03-11,2024-03-06,36.55,36.55,On Time
PMT-00017387,LN-0002322,2022-01-03,2022-01-02,295.63,295.63,On Time
PMT-00017388,LN-0001682,2022-04-03,2022-04-28,5000.0,5000.0,Late
PMT-00017389,LN-0002550,2023-08-29,2023-09-15,111.76,111.76,Late
PMT-00017390,LN-0002530,2022-09-02,,476.04,0.0,Missed
PMT-00017391,LN-0002095,2022-07-11,2022-07-08,210.61,210.61,On Time
PMT-00017392,LN-0000488,2022-10-14,,309.39,0.0,Missed
PMT-00017393,LN-0000619,2025-05-18,2025-05-18,1699.39,1699.39,On Time
PMT-00017394,LN-0000259,2023-10-08,2023-10-04,960.36,960.36,On Time
PMT-00017395,LN-0002205,2024-07-05,2024-07-01,994.84,994.84,On Time
PMT-00017396,LN-0001682,2025-02-02,2025-02-02,5000.0,5000.0,On Time
PMT-00017397,LN-0000470,2024-02-17,2024-02-25,587.02,587.02,Late
PMT-00017398,LN-0001533,2024-04-12,2024-04-09,400.88,400.88,On Time
PMT-00017399,LN-0001015,2025-05-26,2025-05-22,5000.0,5000.0,On Time
PMT-00017400,LN-0002592,2023-09-16,2023-10-29,34.45,34.45,Late
PMT-00017401,LN-0001261,2024-03-30,2024-03-28,2409.28,2409.28,On Time
PMT-00017402,LN-0002206,2023-07-21,2023-07-18,1790.93,1790.93,On Time
PMT-00017403,LN-0000447,2024-02-05,2024-02-05,405.41,405.41,On Time
PMT-00017404,LN-0002518,2023-09-15,2023-09-12,452.13,452.13,On Time
PMT-00017405,LN-0001406,2022-11-18,2022-12-03,1175.93,340.97,Partial
PMT-00017406,LN-0001532,2023-02-02,,607.34,0.0,Missed
PMT-00017407,LN-0000744,2022-10-05,2022-10-05,1143.66,1143.66,On Time
PMT-00017408,LN-0000213,2023-07-11,2023-07-16,2435.9,2435.9,Late
PMT-00017409,LN-0000468,2024-07-11,2024-07-07,4989.16,4989.16,On Time
PMT-00017410,LN-0000798,2025-06-30,2025-06-28,5000.0,5000.0,On Time
PMT-00017411,LN-0000392,2023-06-08,,743.37,0.0,Missed
PMT-00017412,LN-0000981,2023-04-12,2023-04-08,395.37,395.37,On Time
PMT-00017413,LN-0002489,2024-11-14,2024-11-10,286.34,286.34,On Time
PMT-00017414,LN-0000749,2023-09-04,2023-09-28,5000.0,5000.0,Late
PMT-00017415,LN-0002645,2022-05-11,2022-05-08,866.52,866.52,On Time
PMT-00017416,LN-0000592,2025-10-25,2025-10-21,366.05,366.05,On Time
PMT-00017417,LN-0001939,2023-01-29,2023-01-27,844.07,844.07,On Time
PMT-00017418,LN-0001109,2023-10-12,,42.77,0.0,Missed
PMT-00017419,LN-0002027,2024-12-03,2024-11-30,327.45,327.45,On Time
PMT-00017420,LN-0001642,2022-04-25,2022-06-07,1104.71,1104.71,Late
PMT-00017421,LN-0000173,2022-06-28,2022-06-28,5000.0,5000.0,On Time
PMT-00017422,LN-0001624,2022-10-15,2022-10-10,5000.0,5000.0,On Time
PMT-00017423,LN-0001293,2023-12-25,2023-12-28,392.27,392.27,Late
PMT-00017424,LN-0002169,2022-08-02,2022-09-12,1613.68,1613.68,Late
PMT-00017425,LN-0000648,2022-05-27,2022-05-31,196.99,196.99,Late
PMT-00017426,LN-0001912,2025-04-04,2025-05-13,672.13,672.13,Late
PMT-00017427,LN-0001117,2024-11-29,,751.43,0.0,Missed
PMT-00017428,LN-0001979,2025-04-16,2025-04-12,901.3,901.3,On Time
PMT-00017429,LN-0002003,2024-06-06,2024-06-01,5000.0,5000.0,On Time
PMT-00017430,LN-0001609,2025-10-29,2025-10-31,297.7,297.7,Late
PMT-00017431,LN-0001695,2025-04-23,2025-05-06,1757.8,1757.8,Late
PMT-00017432,LN-0000430,2022-02-10,2022-03-08,1048.13,1048.13,Late
PMT-00017433,LN-0001027,2024-07-25,2024-08-17,600.58,600.58,Late
PMT-00017434,LN-0001888,2024-09-05,2024-09-03,1494.28,1494.28,On Time
PMT-00017435,LN-0001788,2022-12-25,2023-01-03,273.23,133.26,PARTIAL
PMT-00017436,LN-0001102,2024-06-03,2024-06-01,816.47,816.47,On Time
PMT-00017437,LN-0001831,2023-07-29,2023-08-24,546.0,546.0,Late
PMT-00017438,LN-0001672,2022-11-03,2022-11-02,4903.08,4903.08,On Time
PMT-00017439,LN-0000087,2024-10-01,2024-10-01,5000.0,5000.0,On Time
PMT-00017440,LN-0002460,2023-08-03,2023-07-31,5000.0,5000.0,On Time
PMT-00017441,LN-0002687,2024-01-01,2023-12-30,133.16,133.16,On Time
PMT-00017442,LN-0001366,2023-06-05,2023-06-07,5000.0,5000.0,Late
PMT-00017443,LN-0002454,2022-06-28,2022-07-22,391.92,391.92,Late
PMT-00017444,LN-0002121,2023-12-05,2023-12-28,563.48,563.48,Late
PMT-00017445,LN-0001022,2024-08-08,2024-09-13,507.1,507.1,Late
PMT-00017446,LN-0000529,2024-10-14,2024-10-09,247.03,247.03,On Time
PMT-00017447,LN-0001860,2025-02-15,2025-02-13,153.03,153.03,On Time
PMT-00017448,LN-0001809,2024-07-11,2024-07-09,4360.77,4360.77,On Time
PMT-00017449,LN-0001683,2023-11-13,2023-11-08,621.79,621.79,On Time
PMT-00017450,LN-0000221,2025-02-25,2025-04-01,1302.53,1302.53,Late
PMT-00017451,LN-0001880,2024-05-22,2024-05-21,396.17,90.01,Partial
PMT-00017452,LN-0000238,2023-01-30,2023-01-29,393.04,393.04,On Time
PMT-00017453,LN-0000798,2024-08-13,2024-08-12,5000.0,5000.0,On Time
PMT-00017454,LN-0000048,2022-05-11,2022-05-08,304.04,304.04,On Time
PMT-00017455,LN-0001335,2023-09-14,2023-09-12,5000.0,5000.0,On Time
PMT-00017456,LN-0002311,2022-01-31,2022-01-26,519.24,519.24,On Time
PMT-00017457,LN-0000502,2023-01-26,2023-03-05,847.59,847.59,Late
PMT-00017458,LN-0002643,2024-05-30,2024-05-27,639.58,639.58,On Time
PMT-00017459,LN-0002519,2023-10-17,,988.86,0.0,Missed
PMT-00017460,LN-0001685,2022-03-14,2022-03-14,1076.67,1076.67,On Time
PMT-00017461,LN-0001707,2025-10-17,2025-10-17,1184.64,1184.64,On Time
PMT-00017462,LN-0000544,2022-06-17,2022-06-14,5000.0,-5000.0,On Time
PMT-00017463,LN-0002496,2025-06-11,2025-06-08,23.01,23.01,On Time
PMT-00017464,LN-0002143,2022-09-27,2022-10-27,660.94,660.94,Late
PMT-00017465,LN-0001203,2025-01-20,2025-01-19,283.52,283.52,On Time
PMT-00017466,LN-0002341,2023-08-22,2023-08-21,725.86,725.86,On Time
PMT-00017467,LN-0002558,2024-11-02,2024-10-29,366.12,366.12,On Time
PMT-00017468,LN-0000364,2022-08-02,2022-08-17,1743.3,1184.92,Partial
PMT-00017469,LN-0001351,2024-11-03,2024-11-03,575.98,575.98,On Time
PMT-00017470,LN-0001178,2025-08-09,2025-08-14,827.48,575.25,Partial
PMT-00017471,LN-0001377,2024-07-28,2024-07-24,529.86,529.86,On Time
PMT-00017472,LN-0001037,2024-04-07,2024-04-06,1589.94,1589.94,On Time
PMT-00017473,LN-0001883,2024-09-21,2024-10-13,303.32,303.32,LATE
PMT-00017474,LN-0001791,2022-08-03,2022-07-29,1236.77,1236.77,On Time
PMT-00017475,LN-0001331,2022-01-07,2022-01-07,661.85,661.85,On Time
PMT-00017476,LN-0001378,2022-04-04,2022-03-30,403.69,403.69,On Time
PMT-00017477,LN-0000852,2023-04-20,,195.84,0.0,Missed
PMT-00017478,LN-0000064,2024-01-28,2024-01-26,498.9,397.3,Partial
PMT-00017479,LN-0002789,2022-02-11,2022-02-06,148.58,148.58,On Time
PMT-00017480,LN-0002063,2022-12-08,2022-12-03,391.1,391.1,On Time
PMT-00017481,LN-0001318,2023-11-28,2023-11-28,989.52,989.52,On Time
PMT-00017482,LN-0001869,2022-07-18,2022-07-15,463.0,463.0,On Time
PMT-00017483,LN-0002727,2024-03-23,2024-04-28,562.07,562.07,Late
PMT-00017484,LN-0002519,2023-05-03,2023-05-14,988.86,988.86,Late
PMT-00017485,LN-0002580,2025-02-20,2025-03-07,84.39,84.39,Late
PMT-00017486,LN-0001921,2024-04-19,2024-04-19,253.78,253.78,On Time
PMT-00017487,LN-0002702,2024-05-30,2024-05-25,789.59,789.59,On Time
PMT-00017488,LN-0001812,2024-10-09,2024-11-07,819.24,819.24,Late
PMT-00017489,LN-0002491,2024-03-22,2024-04-20,888.92,888.92,Late
PMT-00017490,LN-0000517,2025-03-18,2025-04-12,133.35,133.35,Late
PMT-00017491,LN-0001913,2023-02-08,2023-03-02,5000.0,5000.0,Late
PMT-00017492,LN-0002301,2023-09-04,2023-10-03,5000.0,5000.0,Late
PMT-00017493,LN-0001708,2024-09-04,2024-09-12,1016.53,1016.53,Late
PMT-00017494,LN-0002093,2023-07-11,,3703.65,0.0,Missed
PMT-00017495,LN-0001736,2025-09-20,2025-09-18,300.37,-300.37,On Time
PMT-00017496,LN-0001678,2022-12-02,2022-12-01,275.5,275.5,On Time
PMT-00017497,LN-0002079,2025-08-03,2025-08-02,296.53,296.53,On Time
PMT-00017498,LN-0000894,2025-03-08,2025-03-03,901.77,901.77,On Time
PMT-00017499,LN-0001127,2023-09-06,2023-09-04,1649.72,1649.72,On Time
PMT-00017500,LN-0002171,2025-08-11,2025-08-06,615.79,615.79,On Time
PMT-00017501,LN-0000131,2023-09-06,2023-09-03,434.16,434.16,On Time
PMT-00017502,LN-0002068,2022-02-28,,5000.0,0.0,Missed
PMT-00017503,LN-0002340,2024-10-22,2024-10-21,906.27,906.27,On Time
PMT-00017504,LN-0002621,2022-09-13,2022-09-21,451.73,451.73,Late
PMT-00017505,LN-0001013,2023-03-21,2023-03-19,435.12,435.12,On Time
PMT-00017506,LN-0002457,2025-07-02,2025-07-22,515.74,515.74,Late
PMT-00017507,LN-0001163,2024-01-30,2024-01-25,549.39,549.39,On Time
PMT-00017508,LN-0000402,2025-06-04,2025-06-03,43.66,43.66,On Time
PMT-00017509,LN-0000034,2022-08-09,2022-09-11,184.72,184.72,Late
PMT-00017510,LN-0002600,2024-05-19,2024-05-16,1004.82,1004.82,On Time
PMT-00017511,LN-0002381,2025-08-31,2025-08-26,454.69,454.69,On Time
PMT-00017512,LN-0000703,2022-12-25,2022-12-20,666.94,666.94,On Time
PMT-00017513,LN-0002360,2024-12-07,2024-12-03,1450.84,1450.84,On Time
PMT-00017514,LN-0001539,2022-03-05,,368.38,0.0,Missed
PMT-00017515,LN-0000907,2024-04-20,2024-04-15,453.98,453.98,On Time
PMT-00017516,LN-0001099,2025-03-07,2025-03-06,279.99,279.99,On Time
PMT-00017517,LN-0002106,2022-12-21,2022-12-20,311.45,311.45,On Time
PMT-00017518,LN-0001838,2022-06-10,2022-06-09,5000.0,5000.0,On Time
PMT-00017519,LN-0001661,2024-05-19,2024-05-16,5000.0,5000.0,On Time
PMT-00017520,LN-0001555,2024-07-28,2024-07-23,2273.71,2273.71,On Time
PMT-00017521,LN-0000992,2022-10-24,2022-11-06,156.52,156.52,Late
PMT-00017522,LN-0000078,2025-01-05,2025-02-18,3769.78,3769.78,Late
PMT-00017523,LN-0001805,2022-10-18,2022-10-14,464.72,464.72,On Time
PMT-00017524,LN-0002215,2023-10-30,2023-10-28,386.36,386.36,On Time
PMT-00017525,LN-0002462,2024-04-09,2024-04-07,377.79,377.79,On Time
PMT-00017526,LN-0001239,2022-12-20,2022-12-17,457.79,457.79,On Time
PMT-00017527,LN-0001613,2025-01-26,2025-01-26,2002.43,2002.43,On Time
PMT-00017528,LN-0001898,2023-07-27,2023-08-18,373.81,373.81,Late
PMT-00017529,LN-0001339,2023-01-04,2023-01-01,5000.0,5000.0,On Time
PMT-00017530,LN-0000504,2022-09-08,2022-09-06,396.64,396.64,On Time
PMT-00017531,LN-0001979,2022-10-21,2022-10-17,901.3,901.3,On Time
PMT-00017532,LN-0000534,2022-04-22,2022-04-17,688.96,688.96,On Time
PMT-00017533,LN-0001381,2023-03-03,2023-03-01,191.87,191.87,On Time
PMT-00017534,LN-0001442,2025-02-10,2025-03-15,795.87,795.87,Late
PMT-00017535,LN-0000735,2023-02-05,2023-02-05,799.99,799.99,On Time
PMT-00017536,LN-0000745,2025-08-13,2025-08-22,627.69,174.12,PARTIAL
PMT-00017537,LN-0001418,2023-01-28,2023-02-18,1187.72,1187.72,Late
PMT-00017538,LN-0000952,2025-08-16,2025-08-16,506.5,506.5,On Time
PMT-00017539,LN-0002736,2025-06-04,2025-06-01,773.44,773.44,On Time
PMT-00017540,LN-0002247,2025-07-16,2025-07-29,342.99,342.99,Late
PMT-00017541,LN-0002517,2023-10-29,,1759.26,0.0,Missed
PMT-00017542,LN-0000509,2022-04-03,2022-03-31,4382.83,4382.83,On Time
PMT-00017543,LN-0000501,2024-01-16,2024-01-13,928.0,928.0,On Time
PMT-00017544,LN-0001568,2024-06-22,2024-07-07,761.42,548.82,Partial
PMT-00017545,LN-0002201,2023-12-05,2023-12-09,75.93,54.18,Partial
PMT-00017546,LN-0002507,2022-10-01,2022-10-01,430.59,430.59,On Time
PMT-00017547,LN-0000960,2025-07-23,,401.27,0.0,Missed
PMT-00017548,LN-0002723,2024-01-02,2024-01-09,287.35,287.35,Late
PMT-00017549,LN-0002691,2025-05-05,2025-05-15,1165.57,833.11,Partial
PMT-00017550,LN-0000063,2025-10-18,,3135.0,0.0,Missed
PMT-00017551,LN-0001059,2022-06-03,2022-05-29,634.18,634.18,On Time
PMT-00017552,LN-0002141,2022-01-14,,858.66,0.0,Missed
PMT-00017553,LN-0002664,2022-01-03,2021-12-30,296.06,296.06,On Time
PMT-00017554,LN-0001942,2023-09-27,2023-10-20,491.08,491.08,Late
PMT-00017555,LN-0002457,2023-08-03,2023-07-31,515.74,515.74,On Time
PMT-00017556,LN-0000764,2023-04-21,,1313.41,0.0,Missed
PMT-00017557,LN-0000512,2024-09-29,2024-10-17,434.04,434.04,Late
PMT-00017558,LN-0001354,2025-10-25,2025-11-16,1449.54,1449.54,Late
PMT-00017559,LN-0001098,2025-02-07,2025-03-04,494.57,494.57,Late
PMT-00017560,LN-0000874,2023-09-23,2023-09-27,1214.82,1214.82,Late
PMT-00017561,LN-0002562,2024-09-26,2024-09-22,5000.0,5000.0,On Time
PMT-00017562,LN-0001760,2025-05-30,2025-05-28,172.98,172.98,On Time
PMT-00017563,LN-0002400,2023-08-05,2023-08-01,487.79,487.79,On Time
PMT-00017564,LN-0000024,2024-10-07,2024-10-07,797.41,797.41,On Time
PMT-00017565,LN-0001978,2022-11-04,2022-11-03,5000.0,5000.0,On Time
PMT-00017566,LN-0001130,2022-03-05,2022-03-02,463.76,463.76,On Time
PMT-00017567,LN-0000314,2024-04-14,2024-04-09,859.61,859.61,On Time
PMT-00017568,LN-0001860,2024-10-19,2024-10-26,153.03,153.03,Late
PMT-00017569,LN-0001666,2023-07-29,2023-07-27,250.58,250.58,On Time
PMT-00017570,LN-0001270,2023-12-13,2023-12-13,292.16,292.16,On Time
PMT-00017571,LN-0000627,2023-12-01,2024-01-12,654.93,654.93,Late
PMT-00017572,LN-0000261,2024-07-03,,2043.96,0.0,Missed
PMT-00017573,LN-0000423,2022-11-07,2022-11-03,230.81,230.81,On Time
PMT-00017574,LN-0001702,2022-04-26,2022-04-23,748.26,748.26,On Time
PMT-00017575,LN-0002503,2022-12-19,2022-12-17,327.32,327.32,On Time
PMT-00017576,LN-0000177,2024-05-28,2024-05-23,776.84,776.84,On Time
PMT-00017577,LN-0002399,2024-01-18,2024-01-13,1326.76,1326.76,On Time
PMT-00017578,LN-0000772,2023-12-14,,884.61,0.0,Missed
PMT-00017579,LN-0002543,2023-05-05,2023-05-03,590.3,590.3,On Time
PMT-00017580,LN-0000813,2025-07-11,2025-07-11,899.03,899.03,On Time
PMT-00017581,LN-0000704,2023-06-13,2023-07-07,655.44,655.44,Late
PMT-00017582,LN-0000783,2025-02-09,2025-02-08,1986.28,1986.28,On Time
PMT-00017583,LN-0001264,2025-08-07,2025-08-04,646.26,646.26,On Time
PMT-00017584,LN-0001196,2023-08-01,2023-07-31,893.74,893.74,On Time
PMT-00017585,LN-0000862,2022-09-04,2022-09-01,578.81,578.81,On Time
PMT-00017586,LN-0002537,2023-02-07,,2491.02,0.0,Missed
PMT-00017587,LN-0002280,2025-06-17,2025-06-15,339.33,178.17,Partial
PMT-00017588,LN-0001058,2023-03-11,2023-03-06,673.6,673.6,On Time
PMT-00017589,LN-0001346,2025-03-20,2025-03-17,651.94,651.94,On Time
PMT-00017590,LN-0001159,2023-10-14,2023-11-13,1020.01,1020.01,Late
PMT-00017591,LN-0000109,2025-06-17,2025-06-13,247.23,247.23,On Time
PMT-00017592,LN-0000254,2025-06-11,,708.39,0.0,Missed
PMT-00017593,LN-0002445,2023-02-25,2023-02-22,394.04,394.04,On Time
PMT-00017594,LN-0001843,2023-01-30,2023-03-04,693.83,693.83,Late
PMT-00017595,LN-0001456,2022-02-13,2022-02-28,1156.34,389.66,Partial
PMT-00017596,LN-0000615,2023-11-30,2023-12-20,30.4,30.4,Late
PMT-00017597,LN-0002303,2025-03-16,2025-03-14,608.56,608.56,On Time
PMT-00017598,LN-0000040,2023-02-01,2023-01-30,320.43,320.43,On Time
PMT-00017599,LN-0000355,2024-10-12,2024-10-12,1361.9,1361.9,On Time
PMT-00017600,LN-0001133,2024-08-25,2024-09-02,927.03,265.41,Partial
PMT-00017601,LN-0000966,2023-12-29,2023-12-26,85.62,85.62,On Time
PMT-00017602,LN-0002394,2024-06-24,2024-07-04,2486.28,1274.91,Partial
PMT-00017603,LN-0002344,2022-11-13,2022-11-08,2026.99,2026.99,On Time
PMT-00017604,LN-0000290,2023-05-20,2023-05-20,719.26,719.26,On Time
PMT-00017605,LN-0001379,2024-06-23,2024-06-22,170.59,170.59,On Time
PMT-00017606,LN-0002517,2022-06-05,2022-06-02,1759.26,1759.26,On Time
PMT-00017607,LN-0001252,2023-12-04,2023-12-01,1129.6,1129.6,On Time
PMT-00017608,LN-0001872,2025-03-29,2025-03-28,1250.5,1250.5,On Time
PMT-00017609,LN-0000905,2023-11-14,,260.14,0.0,Missed
PMT-00017610,LN-0000861,2024-12-20,2024-12-15,783.6,783.6,On Time
PMT-00017611,LN-0001878,2024-07-01,2024-08-07,860.0,860.0,Late
PMT-00017612,LN-0001908,2024-07-01,2024-06-30,779.84,779.84,On Time
PMT-00017613,LN-0000461,2022-01-02,2022-01-02,3940.24,3940.24,On Time
PMT-00017614,LN-0002708,2024-11-12,2024-11-11,1312.96,1312.96,On Time
PMT-00017615,LN-0001418,2022-11-16,2022-11-16,1187.72,1187.72,On Time
PMT-00017616,LN-0001951,2023-09-19,2023-09-14,533.44,533.44,On Time
PMT-00017617,LN-0000335,2024-03-27,2024-03-24,924.59,924.59,On Time
PMT-00017618,LN-0001023,2024-03-21,2024-04-16,901.67,901.67,Late
PMT-00017619,LN-0002500,2024-11-22,2024-12-21,91.87,91.87,Late
PMT-00017620,LN-0001696,2025-02-21,2025-02-19,557.82,557.82,On Time
PMT-00017621,LN-0000430,2022-01-24,2022-01-22,1048.13,1048.13,On Time
PMT-00017622,LN-0001380,2025-07-24,2025-07-20,509.97,509.97,On Time
PMT-00017623,LN-0000784,2023-12-20,2023-12-18,317.05,317.05,On Time
PMT-00017624,LN-0001699,2024-02-25,2024-02-23,435.72,435.72,On Time
PMT-00017625,LN-0000197,2023-08-13,2023-08-08,362.28,362.28,On Time
PMT-00017626,LN-0000104,2023-07-23,2023-07-23,1046.62,1046.62,On Time
PMT-00017627,LN-0000230,2023-10-20,2023-10-15,808.46,808.46,ON TIME
PMT-00017628,LN-0001346,2022-02-10,2022-02-13,651.94,344.04,Partial
PMT-00017629,LN-0000954,2022-09-17,2022-09-15,522.68,522.68,ON TIME
PMT-00017630,LN-0002301,2024-07-29,2024-07-28,5000.0,5000.0,On Time
PMT-00017631,LN-0001983,2023-07-29,2023-07-29,252.91,252.91,On Time
PMT-00017632,LN-0000907,2022-11-22,2022-11-19,453.98,453.98,On Time
PMT-00017633,LN-0000139,2024-12-18,,588.19,0.0,Missed
PMT-00017634,LN-0001812,2024-02-18,2024-02-14,819.24,819.24,On Time
PMT-00017635,LN-0000785,2022-07-02,2022-06-30,328.16,328.16,On Time
PMT-00017636,LN-0001056,2025-08-12,2025-08-18,317.95,206.64,Partial
PMT-00017637,LN-0000602,2023-09-19,2023-09-18,5000.0,5000.0,On Time
PMT-00017638,LN-0001570,2023-07-18,2023-07-26,794.27,349.06,Partial
